ablation_scheme,include_mlps,threshold,accuracy,size,n_heads,n_mlp
mean,True,0.0025929436087608337,0.9800000190734863,65572800,45,12
mean,True,0.003856620518490672,0.9933333396911621,62613888,30,12
mean,True,0.005736153107136488,0.9933333396911621,56505408,23,11
mean,True,0.008531680330634117,1.0,50797440,18,10
mean,True,0.01268961001187563,1.0,40560000,14,8
mean,True,0.0188739150762558,0.9866666793823242,25399488,9,5
mean,True,0.028072157874703407,0.8666666746139526,25005888,7,5
mean,True,0.04175318777561188,0.7066667079925537,20478720,8,4
mean,True,0.06210169568657875,0.3199999928474426,20279616,7,4
mean,True,0.09236709773540497,0.03333333507180214,10831680,7,2
mean,True,0.1373823583126068,0.019999999552965164,14965248,4,3
mean,True,0.20433597266674042,0.0,5320512,3,1
mean,True,0.30391955375671387,0.0,5121408,2,1
mean,True,0.4520353674888611,0.0,5121408,2,1
mean,True,0.6723357439041138,0.0,5121408,2,1
mean,True,1.0,0.0,200640,1,0
zero,False,9.999999747378752e-06,0.9733333587646484,85056000,144,12
zero,False,1.4873522559355479e-05,0.9733333587646484,85056000,144,12
zero,False,2.2122167138149962e-05,0.9733333587646484,85056000,144,12
zero,False,3.2903451938182116e-05,0.9733333587646484,85056000,144,12
zero,False,4.893902223557234e-05,0.9733333587646484,85056000,144,12
zero,False,7.278956763911992e-05,0.9733333587646484,84859200,143,12
zero,False,0.00010826366633409634,0.9733333587646484,84859200,143,12
zero,False,0.00016102619701996446,0.9733333587646484,84662400,142,12
zero,False,0.0002395026822341606,0.9733333587646484,84465600,141,12
zero,False,0.00035622483119368553,0.9733333587646484,83875200,138,12
zero,False,0.0005298317992128432,0.9733333587646484,83481600,136,12
zero,False,0.0007880465127527714,0.9600000381469727,82104000,129,12
zero,False,0.0011721020564436913,0.9466667175292969,80923200,123,12
zero,False,0.0017433286411687732,0.9533333778381348,78561600,111,12
zero,False,0.0025929436087608337,0.9600000381469727,75806400,97,12
zero,False,0.003856620518490672,0.9933333396911621,73444800,85,12
zero,False,0.005736153107136488,0.9666666984558105,73051200,83,12
zero,False,0.008531680330634117,0.9800000190734863,71673600,76,12
zero,False,0.01268961001187563,0.9733333587646484,69902400,67,12
zero,False,0.0188739150762558,0.9399999976158142,69312000,64,12
zero,False,0.028072157874703407,0.1133333370089531,66360000,49,12
zero,False,0.04175318777561188,0.5066666603088379,64785600,41,12
zero,False,0.06210169568657875,0.54666668176651,64982400,42,12
zero,False,0.09236709773540497,0.0533333346247673,64783296,41,12
zero,False,0.1373823583126068,0.07999999821186066,62421696,29,12
zero,False,0.20433597266674042,0.14666667580604553,61632192,25,12
zero,False,0.30391955375671387,0.0,58675584,10,12
zero,False,0.4520353674888611,0.0,58275072,8,12
zero,False,0.6723357439041138,0.0,57485568,4,12
zero,False,1.0,0.0,57286464,3,12
zero,True,9.999999747378752e-06,0.9733333587646484,85056000,144,12
zero,True,1.4873522559355479e-05,0.9733333587646484,85056000,144,12
zero,True,2.2122167138149962e-05,0.9733333587646484,85056000,144,12
zero,True,3.2903451938182116e-05,0.9733333587646484,85056000,144,12
zero,True,4.893902223557234e-05,0.9733333587646484,85056000,144,12
zero,True,7.278956763911992e-05,0.9733333587646484,84859200,143,12
zero,True,0.00010826366633409634,0.9733333587646484,84859200,143,12
zero,True,0.00016102619701996446,0.9733333587646484,84662400,142,12
zero,True,0.0002395026822341606,0.9733333587646484,84465600,141,12
zero,True,0.00035622483119368553,0.9733333587646484,83875200,138,12
zero,True,0.0005298317992128432,0.9733333587646484,83481600,136,12
zero,True,0.0007880465127527714,0.9600000381469727,82104000,129,12
zero,True,0.0011721020564436913,0.9466667175292969,80923200,123,12
zero,True,0.0017433286411687732,0.9533333778381348,78561600,111,12
zero,True,0.0025929436087608337,0.9600000381469727,75806400,97,12
zero,True,0.003856620518490672,0.9933333396911621,73444800,85,12
zero,True,0.005736153107136488,0.9666666984558105,73051200,83,12
zero,True,0.008531680330634117,0.9800000190734863,71673600,76,12
zero,True,0.01268961001187563,0.9733333587646484,69902400,67,12
zero,True,0.0188739150762558,0.9399999976158142,69312000,64,12
zero,True,0.028072157874703407,0.1133333370089531,66360000,49,12
zero,True,0.04175318777561188,0.7200000286102295,59668032,39,11
zero,True,0.06210169568657875,0.5866667032241821,54747264,38,10
zero,True,0.09236709773540497,0.013333333656191826,44315328,33,8
zero,True,0.1373823583126068,0.14666667580604553,42738624,25,8
zero,True,0.20433597266674042,0.0,48247488,29,9
zero,True,0.30391955375671387,0.0,36826944,19,7
zero,True,0.4520353674888611,0.0,35639232,13,7
zero,True,0.6723357439041138,0.0,34062528,5,7
zero,True,1.0,0.0,4924608,1,1
