ablation_scheme,include_mlps,threshold,accuracy,size,n_heads,n_mlp
mean,False,9.999999747378752e-06,0.9000000357627869,84859200,143,12
mean,False,1.4873522559355479e-05,0.9000000357627869,84662400,142,12
mean,False,2.2122167138149962e-05,0.9000000357627869,84465600,141,12
mean,False,3.2903451938182116e-05,0.9040000438690186,84268800,140,12
mean,False,4.893902223557234e-05,0.9040000438690186,84072000,139,12
mean,False,7.278956763911992e-05,0.9080000519752502,83481600,136,12
mean,False,0.00010826366633409634,0.9040000438690186,82300800,130,12
mean,False,0.00016102619701996446,0.9120000600814819,80923200,123,12
mean,False,0.0002395026822341606,0.9080000519752502,79939200,118,12
mean,False,0.00035622483119368553,0.9200000166893005,77577600,106,12
mean,False,0.0005298317992128432,0.9280000329017639,75019200,93,12
mean,False,0.0007880465127527714,0.9000000357627869,72854400,82,12
mean,False,0.0011721020564436913,0.9000000357627869,68918400,62,12
mean,False,0.0017433286411687732,0.8960000276565552,66950400,52,12
mean,False,0.0025929436087608337,0.8920000195503235,64195200,38,12
mean,False,0.003856620518490672,0.9360000491142273,61833600,26,12
mean,False,0.005736153107136488,0.9240000247955322,60650496,20,12
mean,False,0.008531680330634117,0.9760000705718994,59071488,12,12
mean,False,0.01268961001187563,0.9800000190734863,58874688,11,12
mean,False,0.0188739150762558,0.9760000705718994,58279680,8,12
mean,False,0.028072157874703407,0.9760000705718994,58279680,8,12
mean,False,0.04175318777561188,1.0,57485568,4,12
mean,False,0.06210169568657875,1.0,57087360,2,12
mean,False,0.09236709773540497,1.0,57087360,2,12
mean,False,0.1373823583126068,0.984000027179718,57087360,2,12
mean,False,0.20433597266674042,0.8640000224113464,56888256,1,12
mean,False,0.30391955375671387,0.8640000224113464,56888256,1,12
mean,False,0.4520353674888611,0.8640000224113464,56888256,1,12
mean,False,0.6723357439041138,0.8640000224113464,56888256,1,12
mean,False,1.0,0.8640000224113464,56888256,1,12
mean,True,9.999999747378752e-06,0.9000000357627869,84859200,143,12
mean,True,1.4873522559355479e-05,0.9000000357627869,84662400,142,12
mean,True,2.2122167138149962e-05,0.9000000357627869,84465600,141,12
mean,True,3.2903451938182116e-05,0.9040000438690186,84268800,140,12
mean,True,4.893902223557234e-05,0.9040000438690186,84072000,139,12
mean,True,7.278956763911992e-05,0.9080000519752502,83481600,136,12
mean,True,0.00010826366633409634,0.9040000438690186,82300800,130,12
mean,True,0.00016102619701996446,0.9120000600814819,80923200,123,12
mean,True,0.0002395026822341606,0.9080000519752502,79939200,118,12
mean,True,0.00035622483119368553,0.9200000166893005,77577600,106,12
mean,True,0.0005298317992128432,0.9280000329017639,75019200,93,12
mean,True,0.0007880465127527714,0.9000000357627869,72854400,82,12
mean,True,0.0011721020564436913,0.9000000357627869,68918400,62,12
mean,True,0.0017433286411687732,0.8960000276565552,66950400,52,12
mean,True,0.0025929436087608337,0.8920000195503235,64195200,38,12
mean,True,0.003856620518490672,0.9360000491142273,61833600,26,12
mean,True,0.005736153107136488,0.9240000247955322,60650496,20,12
mean,True,0.008531680330634117,0.9760000705718994,59071488,12,12
mean,True,0.01268961001187563,0.9800000190734863,58874688,11,12
mean,True,0.0188739150762558,0.9760000705718994,58279680,8,12
mean,True,0.028072157874703407,0.9760000705718994,58279680,8,12
mean,True,0.04175318777561188,0.8360000252723694,28942656,3,6
mean,True,0.06210169568657875,0.5680000185966492,28743552,2,6
mean,True,0.09236709773540497,0.3800000250339508,24019584,2,5
mean,True,0.1373823583126068,0.1080000028014183,14571648,2,3
mean,True,0.20433597266674042,0.0,5123712,2,1
mean,True,0.30391955375671387,0.0,4924608,1,1
mean,True,0.4520353674888611,0.0,200640,1,0
mean,True,0.6723357439041138,0.0,200640,1,0
mean,True,1.0,0.0,1536,0,0
zero,False,9.999999747378752e-06,0.9000000357627869,85056000,144,12
zero,False,1.4873522559355479e-05,0.9000000357627869,85056000,144,12
zero,False,2.2122167138149962e-05,0.9000000357627869,85056000,144,12
zero,False,3.2903451938182116e-05,0.9000000357627869,85056000,144,12
zero,False,4.893902223557234e-05,0.9000000357627869,85056000,144,12
zero,False,7.278956763911992e-05,0.9000000357627869,85056000,144,12
zero,False,0.00010826366633409634,0.9000000357627869,85056000,144,12
zero,False,0.00016102619701996446,0.9160000681877136,84859200,143,12
zero,False,0.0002395026822341606,0.9080000519752502,84662400,142,12
zero,False,0.00035622483119368553,0.8720000386238098,83875200,138,12
zero,False,0.0005298317992128432,0.8600000143051147,82891200,133,12
zero,False,0.0007880465127527714,0.8720000386238098,81120000,124,12
zero,False,0.0011721020564436913,0.9160000681877136,79152000,114,12
zero,False,0.0017433286411687732,0.9320000410079956,76003200,98,12
zero,False,0.0025929436087608337,0.9000000357627869,74625600,91,12
zero,False,0.003856620518490672,0.9000000357627869,71673600,76,12
zero,False,0.005736153107136488,0.9200000166893005,69705600,66,12
zero,False,0.008531680330634117,0.5800000429153442,67147200,53,12
zero,False,0.01268961001187563,0.48000001907348633,64783296,41,12
zero,False,0.0188739150762558,0.9040000438690186,63996096,37,12
zero,False,0.028072157874703407,0.29600000381469727,63993792,37,12
zero,False,0.04175318777561188,0.24800001084804535,62616192,30,12
zero,False,0.06210169568657875,0.04000000283122063,60645888,20,12
zero,False,0.09236709773540497,0.09600000083446503,60444480,19,12
zero,False,0.1373823583126068,0.04400000348687172,60050880,17,12
zero,False,0.20433597266674042,0.004000000189989805,59261376,13,12
zero,False,0.30391955375671387,0.0,58075968,7,12
zero,False,0.4520353674888611,0.0,57682368,5,12
zero,False,0.6723357439041138,0.0,56888256,1,12
zero,False,1.0,0.0,56888256,1,12
zero,True,9.999999747378752e-06,0.9000000357627869,85056000,144,12
zero,True,1.4873522559355479e-05,0.9000000357627869,85056000,144,12
zero,True,2.2122167138149962e-05,0.9000000357627869,85056000,144,12
zero,True,3.2903451938182116e-05,0.9000000357627869,85056000,144,12
zero,True,4.893902223557234e-05,0.9000000357627869,85056000,144,12
zero,True,7.278956763911992e-05,0.9000000357627869,85056000,144,12
zero,True,0.00010826366633409634,0.9000000357627869,85056000,144,12
zero,True,0.00016102619701996446,0.9160000681877136,84859200,143,12
zero,True,0.0002395026822341606,0.9080000519752502,84662400,142,12
zero,True,0.00035622483119368553,0.8720000386238098,83875200,138,12
zero,True,0.0005298317992128432,0.8600000143051147,82891200,133,12
zero,True,0.0007880465127527714,0.8720000386238098,81120000,124,12
zero,True,0.0011721020564436913,0.9160000681877136,79152000,114,12
zero,True,0.0017433286411687732,0.9320000410079956,76003200,98,12
zero,True,0.0025929436087608337,0.9000000357627869,74625600,91,12
zero,True,0.003856620518490672,0.9000000357627869,71673600,76,12
zero,True,0.005736153107136488,0.9200000166893005,69705600,66,12
zero,True,0.008531680330634117,0.5800000429153442,67147200,53,12
zero,True,0.01268961001187563,0.48000001907348633,64783296,41,12
zero,True,0.0188739150762558,0.9040000438690186,63996096,37,12
zero,True,0.028072157874703407,0.29600000381469727,63993792,37,12
zero,True,0.04175318777561188,0.30400002002716064,57892224,30,11
zero,True,0.06210169568657875,0.492000013589859,57498624,28,11
zero,True,0.09236709773540497,0.0,51982848,24,10
zero,True,0.1373823583126068,0.036000002175569534,51390144,21,10
zero,True,0.20433597266674042,0.0,50012544,14,10
zero,True,0.30391955375671387,0.01600000075995922,39578304,9,8
zero,True,0.4520353674888611,0.0,33863424,4,7
zero,True,0.6723357439041138,0.0,19096512,1,4
zero,True,1.0,0.0,9648576,1,2
