ablation_scheme,include_mlps,threshold,accuracy,size,n_heads,n_mlp
zero,False,0.0007880465127527714,0.9733333587646484,82300800,130,12
zero,False,0.0011721020564436913,0.9733333587646484,81316800,125,12
zero,False,0.0017433286411687732,0.9866666793823242,78758400,112,12
zero,False,0.0025929436087608337,0.9399999976158142,76003200,98,12
zero,False,0.003856620518490672,0.9800000190734863,74428800,90,12
zero,False,0.005736153107136488,0.9466667175292969,72657600,81,12
zero,False,0.008531680330634117,0.893333375453949,71083200,73,12
zero,False,0.01268961001187563,0.9000000357627869,70099200,68,12
zero,False,0.0188739150762558,0.8400000333786011,69115200,63,12
zero,False,0.028072157874703407,0.8799999952316284,68131200,58,12
zero,False,0.04175318777561188,0.5133333206176758,65572800,45,12
zero,False,0.06210169568657875,0.14666667580604553,65179200,43,12
zero,False,0.09236709773540497,0.03333333507180214,64783296,41,12
zero,False,0.1373823583126068,0.07999999821186066,62620800,30,12
zero,False,0.20433597266674042,0.07333333790302277,61236288,23,12
zero,False,0.30391955375671387,0.0,59856384,16,12
zero,False,0.4520353674888611,0.0,58275072,8,12
zero,False,0.6723357439041138,0.0,57879168,6,12
zero,False,1.0,0.0,57286464,3,12
zero,True,9.999999747378752e-06,0.9600000381469727,85056000,144,12
zero,True,1.4873522559355479e-05,0.9600000381469727,85056000,144,12
zero,True,2.2122167138149962e-05,0.9600000381469727,85056000,144,12
zero,True,3.2903451938182116e-05,0.9600000381469727,85056000,144,12
zero,True,4.893902223557234e-05,0.9600000381469727,85056000,144,12
zero,True,7.278956763911992e-05,0.9600000381469727,84859200,143,12
zero,True,0.00010826366633409634,0.9600000381469727,84859200,143,12
zero,True,0.00016102619701996446,0.9600000381469727,84662400,142,12
zero,True,0.0002395026822341606,0.9600000381469727,84465600,141,12
zero,True,0.00035622483119368553,0.9733333587646484,84072000,139,12
zero,True,0.0005298317992128432,0.9733333587646484,83481600,136,12
zero,True,0.0007880465127527714,0.9733333587646484,82300800,130,12
zero,True,0.0011721020564436913,0.9733333587646484,81316800,125,12
zero,True,0.0017433286411687732,0.9866666793823242,78758400,112,12
zero,True,0.0025929436087608337,0.9399999976158142,76003200,98,12
zero,True,0.003856620518490672,0.9800000190734863,74428800,90,12
zero,True,0.005736153107136488,0.9466667175292969,72657600,81,12
zero,True,0.008531680330634117,0.893333375453949,71083200,73,12
zero,True,0.01268961001187563,0.9000000357627869,70099200,68,12
zero,True,0.0188739150762558,0.8400000333786011,69115200,63,12
zero,True,0.028072157874703407,0.8799999952316284,68131200,58,12
zero,True,0.04175318777561188,0.41333335638046265,55534464,42,10
zero,True,0.06210169568657875,0.08666666597127914,59864832,40,11
zero,True,0.09236709773540497,0.06000000238418579,50416896,40,9
zero,True,0.1373823583126068,0.06666667014360428,47856192,27,9
zero,True,0.20433597266674042,0.0,42539520,24,8
zero,True,0.30391955375671387,0.0,36826944,19,7
zero,True,0.4520353674888611,0.0,36627840,18,7
zero,True,0.6723357439041138,0.0,34655232,8,7
zero,True,1.0,0.0,4924608,1,1
