threshold,TPR,FPR
9.999999747378752e-06,1.0,0.9752066115702479
1.4873522559355479e-05,1.0,0.9752066115702479
2.2122167138149962e-05,1.0,0.9669421487603306
3.2903451938182116e-05,1.0,0.9669421487603306
4.893902223557234e-05,1.0,0.9421487603305785
7.278956763911992e-05,1.0,0.9008264462809917
0.00010826366633409634,1.0,0.8429752066115702
0.00016102619701996446,1.0,0.8016528925619835
0.0002395026822341606,1.0,0.6859504132231405
0.00035622483119368553,1.0,0.6528925619834711
0.0005298317992128432,1.0,0.5454545454545454
0.0007880465127527714,1.0,0.4628099173553719
0.0011721020564436913,0.8695652173913043,0.34710743801652894
0.0017433286411687732,0.8695652173913043,0.2727272727272727
0.0025929436087608337,0.7391304347826086,0.19008264462809918
0.003856620518490672,0.6521739130434783,0.14049586776859505
0.005736153107136488,0.6086956521739131,0.10743801652892562
0.008531680330634117,0.6521739130434783,0.05785123966942149
0.01268961001187563,0.5217391304347826,0.03305785123966942
0.0188739150762558,0.34782608695652173,0.008264462809917356
0.028072157874703407,0.34782608695652173,0.0
0.04175318777561188,0.30434782608695654,0.008264462809917356
0.06210169568657875,0.2608695652173913,0.0
0.09236709773540497,0.17391304347826086,0.0
0.1373823583126068,0.13043478260869565,0.0
0.20433597266674042,0.08695652173913043,0.0
0.30391955375671387,0.08695652173913043,0.0
0.4520353674888611,0.08695652173913043,0.0
0.6723357439041138,0.043478260869565216,0.0
1.0,0.043478260869565216,0.0
