threshold,TPR,FPR
9.999999747378752e-06,1.0,1.0
1.4873522559355479e-05,1.0,1.0
2.2122167138149962e-05,1.0,1.0
3.2903451938182116e-05,1.0,1.0
4.893902223557234e-05,1.0,1.0
7.278956763911992e-05,1.0,0.9917355371900827
0.00010826366633409634,1.0,0.9917355371900827
0.00016102619701996446,1.0,0.9834710743801653
0.0002395026822341606,1.0,0.9752066115702479
0.00035622483119368553,1.0,0.9504132231404959
0.0005298317992128432,1.0,0.9338842975206612
0.0007880465127527714,1.0,0.8925619834710744
0.0011721020564436913,1.0,0.8264462809917356
0.0017433286411687732,1.0,0.7024793388429752
0.0025929436087608337,0.9565217391304348,0.6446280991735537
0.003856620518490672,0.9565217391304348,0.5206611570247934
0.005736153107136488,0.9130434782608695,0.48760330578512395
0.008531680330634117,0.8260869565217391,0.4462809917355372
0.01268961001187563,0.6956521739130435,0.4132231404958678
0.0188739150762558,0.7391304347826086,0.36363636363636365
0.028072157874703407,0.6521739130434783,0.30578512396694213
0.04175318777561188,0.5652173913043478,0.2727272727272727
0.06210169568657875,0.5217391304347826,0.24793388429752067
0.09236709773540497,0.5217391304347826,0.2396694214876033
0.1373823583126068,0.30434782608695654,0.19834710743801653
0.20433597266674042,0.34782608695652173,0.14049586776859505
0.30391955375671387,0.2608695652173913,0.05785123966942149
0.4520353674888611,0.13043478260869565,0.04132231404958678
0.6723357439041138,0.13043478260869565,0.008264462809917356
1.0,0.08695652173913043,0.008264462809917356
