threshold,TPR,FPR
9.999999747378752e-06,1.0,1.0
1.4873522559355479e-05,1.0,1.0
2.2122167138149962e-05,1.0,1.0
3.2903451938182116e-05,1.0,1.0
4.893902223557234e-05,1.0,1.0
7.278956763911992e-05,1.0,0.9917355371900827
0.00010826366633409634,1.0,0.9917355371900827
0.00016102619701996446,1.0,0.9834710743801653
0.0002395026822341606,1.0,0.9752066115702479
0.00035622483119368553,1.0,0.9421487603305785
0.0005298317992128432,1.0,0.9256198347107438
0.0007880465127527714,1.0,0.8760330578512396
0.0011721020564436913,1.0,0.8099173553719008
0.0017433286411687732,1.0,0.7024793388429752
0.0025929436087608337,0.9565217391304348,0.6033057851239669
0.003856620518490672,0.9565217391304348,0.5702479338842975
0.005736153107136488,0.9565217391304348,0.5041322314049587
0.008531680330634117,0.9565217391304348,0.45454545454545453
0.01268961001187563,0.7391304347826086,0.39669421487603307
0.0188739150762558,0.6521739130434783,0.34710743801652894
0.028072157874703407,0.6521739130434783,0.33884297520661155
0.04175318777561188,0.5652173913043478,0.2892561983471074
0.06210169568657875,0.5217391304347826,0.2644628099173554
0.09236709773540497,0.5217391304347826,0.23140495867768596
0.1373823583126068,0.34782608695652173,0.1652892561983471
0.20433597266674042,0.34782608695652173,0.1487603305785124
0.30391955375671387,0.2608695652173913,0.0743801652892562
0.4520353674888611,0.17391304347826086,0.03305785123966942
0.6723357439041138,0.13043478260869565,0.008264462809917356
1.0,0.08695652173913043,0.008264462809917356
